Year,Symbol,Name,Sector,Industry,Country,Market_Cap,IPO_Year
2025,A,Agilent Technologies Inc. Common Stock,Industrials,Biotechnology: Laboratory Analytical Instruments,United States,33918670241.0,1999.0
2025,A,Agilent Technologies Inc. Common Stock,Industrials,Biotechnology: Laboratory Analytical Instruments,United States,33918670241.0,1999.0
2025,AA,Alcoa Corporation Common Stock ,Industrials,Aluminum,United States,8279121097.0,2016.0
2025,AA,Alcoa Corporation Common Stock ,Industrials,Aluminum,United States,8279121097.0,2016.0
2025,AAL,American Airlines Group Inc. Common Stock,Consumer Discretionary,Air Freight/Delivery Services,United States,7325391983.0,
2025,AAMI,Acadian Asset Management Inc. Common Stock,Finance,Investment Managers,United Kingdom,998782298.0,2014.0
2025,AAON,AAON Inc. Common Stock,Industrials,Industrial Machinery/Components,United States,6547366469.0,
2025,AAP,Advance Auto Parts Inc.,Consumer Discretionary,Auto & Home Supply Stores,United States,2413841230.0,
2025,AAPL,Apple Inc. Common Stock,Technology,Computer Manufacturing,United States,3362691041050.0,1980.0
2025,AAT,American Assets Trust Inc. Common Stock,Real Estate,Real Estate Investment Trusts,United States,1238049320.0,2011.0
2025,ABBV,AbbVie Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,United States,357872737016.0,2012.0
2025,ABCB,Ameris Bancorp Common Stock,Finance,Major Banks,United States,4030153335.0,1994.0
2025,ABCL,AbCellera Biologics Inc. Common Shares,Health Care,Pharmaceuticals and Biotechnology,Canada,695410656.0,2020.0
2025,ABG,Asbury Automotive Group Inc Common Stock,Consumer Discretionary,Retail-Auto Dealers and Gas Stations,United States,4443014294.0,2002.0
2025,ABM,ABM Industries Incorporated Common Stock,Finance,Diversified Commercial Services,United States,2998310635.0,
2025,ABNB,Airbnb Inc. Class A Common Stock,Finance,Diversified Commercial Services,United States,79227300614.0,2020.0
2025,ABR,Arbor Realty Trust Common Stock,Real Estate,Real Estate Investment Trusts,United States,2281645281.0,2004.0
2025,ABT,Abbott Laboratories Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,United States,227803380035.0,
2025,ABUS,Arbutus Biopharma Corporation Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,Canada,619637810.0,
2025,ABVX,Abivax SA American Depositary Shares,Health Care,Biotechnology: Pharmaceutical Preparations,France,432274058.0,2023.0
2025,ACA,Arcosa Inc. Common Stock ,Industrials,Metal Fabrications,United States,3993780599.0,2018.0
2025,ACAD,ACADIA Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,United States,2867094607.0,1985.0
2025,ACCD,Accolade Inc. Common Stock,Consumer Discretionary,Business Services,United States,571098556.0,2020.0
2025,ACCO,Acco Brands Corporation Common Stock,Consumer Discretionary,Publishing,United States,418893346.0,
2025,ACDC,ProFrac Holding Corp. Class A Common Stock,Energy,Oilfield Services/Equipment,United States,1313463142.0,2022.0
2025,ACEL,Accel Entertainment Inc. ,Consumer Discretionary,Services-Misc. Amusement & Recreation,United States,876145388.0,2017.0
2025,ACET,Adicet Bio Inc. Common Stock ,Health Care,Biotechnology: Pharmaceutical Preparations,United States,70282888.0,2018.0
2025,ACGL,Arch Capital Group Ltd. Common Stock,Finance,Property-Casualty Insurers,Bermuda,36387130458.0,
2025,ACHC,Acadia Healthcare Company Inc. Common Stock,Health Care,Medical Specialities,United States,2798540825.0,
2025,ACHR,Archer Aviation Inc. Class A Common Stock,Industrials,Aerospace,United States,4263816275.0,2020.0
2025,ACI,Albertsons Companies Inc. Class A Common Stock,Consumer Staples,Food Chains,United States,12265460353.0,2020.0
2025,ACIW,ACI Worldwide Inc. Common Stock,Technology,Computer Software: Prepackaged Software,United States,5811388665.0,
2025,ACLS,Axcelis Technologies Inc. Common Stock,Technology,Industrial Machinery/Components,United States,1729249595.0,2000.0
2025,ACLX,Arcellx Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),United States,3764214262.0,2022.0
2025,ACM,AECOM Common Stock,Consumer Discretionary,Military/Government/Technical,United States,12548460201.0,2007.0
2025,ACMR,ACM Research Inc. Class A Common Stock,Technology,Industrial Machinery/Components,United States,1699451632.0,2017.0
2025,ACN,Accenture plc Class A Ordinary Shares (Ireland),Consumer Discretionary,Business Services,Ireland,209391989892.0,2001.0
2025,ACNB,ACNB Corporation Common Stock,Finance,Major Banks,United States,440686198.0,
2025,ACRE,Ares Commercial Real Estate Corporation Common Stock,Real Estate,Real Estate Investment Trusts,United States,262216350.0,2012.0
2025,ACRS,Aclaris Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,United States,174828490.0,2015.0
2025,ACRV,Acrivon Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,United States,78463466.0,2022.0
2025,ACT,Enact Holdings Inc. Common Stock,Finance,Specialty Insurers,United States,5320431820.0,2021.0
2025,ACTG,Acacia Research Corporation (Acacia Tech) Common Stock,Miscellaneous,Multi-Sector Companies,United States,322849094.0,
2025,ACVA,ACV Auctions Inc. Class A Common Stock,Consumer Discretionary,Business Services,United States,0.0,2025.0
2025,ADBE,Adobe Inc. Common Stock,Technology,Computer Software: Prepackaged Software,United States,168997590000.0,1986.0
2025,ADC,Agree Realty Corporation Common Stock,Real Estate,Real Estate Investment Trusts,United States,8150901580.0,
2025,ADEA,Adeia Inc. Common Stock,Technology,Computer Software: Prepackaged Software,United States,1501900604.0,2003.0
2025,ADI,Analog Devices Inc. Common Stock,Technology,Semiconductors,United States,103629326358.0,
2025,ADM,Archer-Daniels-Midland Company Common Stock,Consumer Staples,Packaged Foods,United States,23160257388.0,
2025,ADMA,ADMA Biologics Inc Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),United States,4818834228.0,
2025,ADNT,Adient plc Ordinary Shares ,Consumer Discretionary,Auto Parts:O.E.M.,United States,1133860701.0,2016.0
2025,ADP,Automatic Data Processing Inc. Common Stock,Technology,EDP Services,United States,124270576849.0,
2025,ADPT,Adaptive Biotechnologies Corporation Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),United States,1221345692.0,2019.0
2025,ADSE,ADS-TEC ENERGY PLC Ordinary Shares,Consumer Discretionary,Industrial Specialties,Ireland,758771445.0,
2025,ADSK,Autodesk Inc. Common Stock,Technology,Computer Software: Prepackaged Software,United States,58009150000.0,
2025,ADT,ADT Inc. Common Stock,Consumer Discretionary,Diversified Commercial Services,United States,7213621838.0,2018.0
2025,ADTN,ADTRAN Holdings Inc. Common Stock,Utilities,Telecommunications Equipment,United States,736309504.0,1994.0
2025,ADUS,Addus HomeCare Corporation Common Stock,Health Care,Medical/Nursing Services,United States,1777306197.0,2009.0
2025,ADV,Advantage Solutions Inc. Class A Common Stock,Consumer Discretionary,Business Services,United States,511040081.0,2019.0
2025,AEE,Ameren Corporation Common Stock,Utilities,Power Generation,United States,26620853635.0,
2025,AEHR,Aehr Test Systems Common Stock,Industrials,Electrical Products,United States,255521514.0,1997.0
2025,AEIS,Advanced Energy Industries Inc. Common Stock,Technology,Industrial Machinery/Components,United States,3772921533.0,1995.0
2025,AEM,Agnico Eagle Mines Limited Common Stock,Basic Materials,Precious Metals,Canada,54120681520.0,
2025,AEO,American Eagle Outfitters Inc. Common Stock,Consumer Discretionary,Clothing/Shoe/Accessory Stores,United States,2054642955.0,
2025,AEP,American Electric Power Company Inc. Common Stock,Utilities,Electric Utilities: Central,United States,56035246232.0,
2025,AER,AerCap Holdings N.V. Ordinary Shares,Consumer Discretionary,Diversified Commercial Services,Netherlands,19193844201.0,2006.0
2025,AES,The AES Corporation Common Stock,Utilities,Electric Utilities: Central,United States,8848923799.0,
2025,AEVA,Aeva Technologies Inc. Common Stock,Consumer Discretionary,Auto Parts:O.E.M.,United States,349073329.0,
2025,AFCG,Advanced Flower Capital Inc. Common Stock,Finance,Real Estate,United States,142128884.0,2021.0
2025,AFG,American Financial Group Inc. Common Stock,Finance,Property-Casualty Insurers,United States,10730393684.0,
2025,AFL,AFLAC Incorporated Common Stock,Finance,Accident &Health Insurance,United States,60551050877.0,
2025,AFMD,Affimed N.V.,Health Care,Biotechnology: Pharmaceutical Preparations,Germany,12258108.0,2014.0
2025,AFRI,Forafric Global PLC Ordinary Shares,Consumer Staples,Packaged Foods,Gibraltar,233311473.0,
2025,AFRM,Affirm Holdings Inc. Class A Common Stock,Finance,Finance: Consumer Services,United States,15069514601.0,2021.0
2025,AG,First Majestic Silver Corp. Ordinary Shares (Canada),Basic Materials,Precious Metals,Canada,2102201180.0,
2025,AGCO,AGCO Corporation Common Stock,Industrials,Industrial Machinery/Components,United States,7373177904.0,
2025,AGEN,Agenus Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),United States,42012676.0,2000.0
2025,AGI,Alamos Gold Inc. Class A Common Shares,Basic Materials,Precious Metals,Canada,11210658672.0,2015.0
2025,AGIO,Agios Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,United States,1767013790.0,2013.0
2025,AGL,agilon health inc. Common Stock,Health Care,Misc Health and Biotechnology Services,United States,1900717134.0,2021.0
2025,AGM,Federal Agricultural Mortgage Corporation Common Stock,Finance,Finance Companies,United States,2116122164.0,
2025,AGNC,AGNC Investment Corp. Common Stock,Real Estate,Real Estate Investment Trusts,United States,8788111068.0,2008.0
2025,AGO,Assured Guaranty Ltd. Common Stock,Finance,Property-Casualty Insurers,Bermuda,4450160895.0,2004.0
2025,AGRO,Adecoagro S.A. Common Shares,Consumer Staples,Farming/Seeds/Milling,Luxembourg,1187136868.0,2011.0
2025,AGS,PlayAGS Inc. Common Stock,Consumer Discretionary,Miscellaneous manufacturing industries,United States,500464986.0,2018.0
2025,AGX,Argan Inc. Common Stock,Consumer Discretionary,Engineering & Construction,United States,1564260617.0,
2025,AGYS,Agilysys Inc. Common Stock (DE),Technology,EDP Services,United States,2114636773.0,
2025,AHCO,AdaptHealth Corp. Common Stock,Health Care,Medical/Nursing Services,United States,1434984997.0,2018.0
2025,AHH,Armada Hoffler Properties Inc. Common Stock,Finance,Real Estate,United States,600988925.0,2013.0
2025,AI,C3.ai Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software,United States,2990603407.0,2020.0
2025,AIG,American International Group Inc. New Common Stock,Finance,Life Insurance,United States,50089168821.0,
2025,AIN,Albany International Corporation Common Stock,Consumer Discretionary,Textiles,United States,2224182000.0,
2025,AIR,AAR Corp. Common Stock,Industrials,Aerospace,United States,2454766259.0,
2025,AIRS,AirSculpt Technologies Inc. Common Stock,Health Care,Medical/Nursing Services,United States,145850545.0,2021.0
2025,AIT,Applied Industrial Technologies Inc. Common Stock,Consumer Discretionary,Industrial Specialties,United States,8911965924.0,
2025,AIV,Apartment Investment and Management Company Common Stock,Real Estate,Real Estate Investment Trusts,United States,1228020207.0,1994.0
2025,AIZ,Assurant Inc. Common Stock,Finance,Property-Casualty Insurers,United States,10743507130.0,2004.0
2025,AJG,Arthur J. Gallagher & Co. Common Stock,Finance,Specialty Insurers,United States,86852700000.0,
2025,AKAM,Akamai Technologies Inc. Common Stock,Consumer Discretionary,Business Services,United States,12259898236.0,1999.0
2025,AKR,Acadia Realty Trust Common Stock,Real Estate,Real Estate Investment Trusts,United States,2527640122.0,
2025,AKRO,Akero Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,United States,3469845178.0,2019.0
2025,AKYA,Akoya BioSciences Inc. Common Stock,Industrials,Biotechnology: Laboratory Analytical Instruments,United States,74226372.0,2021.0
2025,AL,Air Lease Corporation Class A Common Stock,Consumer Discretionary,Diversified Commercial Services,United States,5466377467.0,2011.0
2025,ALB,Albemarle Corporation Common Stock,Industrials,Major Chemicals,United States,8788616210.0,
2025,ALC,Alcon Inc. Ordinary Shares,Health Care,Ophthalmic Goods,Switzerland,47878860163.0,2019.0
2025,ALDX,Aldeyra Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,United States,373776174.0,2014.0
2025,ALE,Allete Inc.,Utilities,Power Generation,United States,3801789706.0,
2025,ALEC,Alector Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),United States,131784231.0,2019.0
2025,ALEX,Alexander & Baldwin Inc. Common Stock REIT Holding Company,Real Estate,Real Estate Investment Trusts,United States,1253544777.0,
2025,ALG,Alamo Group Inc. Common Stock,Industrials,Industrial Machinery/Components,United States,2245132029.0,
2025,ALGM,Allegro MicroSystems Inc. Common Stock,Technology,Semiconductors,United States,4700712067.0,2020.0
2025,ALGN,Align Technology Inc. Common Stock,Health Care,Industrial Specialties,United States,12091357590.0,2001.0
2025,ALGT,Allegiant Travel Company Common Stock,Consumer Discretionary,Air Freight/Delivery Services,United States,1006771243.0,2006.0
2025,ALHC,Alignment Healthcare Inc. Common Stock,Health Care,Medical Specialities,United States,3477920179.0,2021.0
2025,ALIT,Alight Inc. Class A Common Stock,Consumer Discretionary,Business Services,United States,3372586602.0,2021.0
2025,ALK,Alaska Air Group Inc. Common Stock,Consumer Discretionary,Air Freight/Delivery Services,United States,6461603820.0,
2025,ALKS,Alkermes plc Ordinary Shares,Health Care,Biotechnology: Pharmaceutical Preparations,Ireland,5452449667.0,1991.0
2025,ALKT,Alkami Technology Inc. Common Stock,Technology,Computer Software: Prepackaged Software,United States,2746998614.0,2021.0
2025,ALL,Allstate Corporation (The) Common Stock,Finance,Property-Casualty Insurers,United States,55467301586.0,
2025,ALLE,Allegion plc Ordinary Shares,Consumer Discretionary,Diversified Commercial Services,United States,11234140797.0,2013.0
2025,ALLK,Allakos Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,United States,21170702.0,2018.0
2025,ALLO,Allogene Therapeutics Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),United States,338932991.0,2018.0
2025,ALLY,Ally Financial Inc. Common Stock,Finance,Major Banks,United States,11461460631.0,2014.0
2025,ALNT,Allient Inc. Common Stock,Industrials,Electrical Products,United States,391979334.0,
2025,ALNY,Alnylam Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,United States,35085478419.0,2004.0
2025,ALRM,Alarm.com Holdings Inc. Common Stock,Technology,Computer Software: Prepackaged Software,United States,2859167332.0,2015.0
2025,ALRS,Alerus Financial Corporation Common Stock,Finance,Major Banks,United States,474285389.0,2019.0
2025,ALSN,Allison Transmission Holdings Inc. Common Stock,Consumer Discretionary,Auto Parts:O.E.M.,United States,8469732234.0,2012.0
2025,ALT,Altimmune Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,United States,428966075.0,
2025,ALTG,Alta Equipment Group Inc. Class A Common Stock,Industrials,Industrial Machinery/Components,United States,162326869.0,2019.0
2025,ALV,Autoliv Inc. Common Stock,Consumer Discretionary,Auto Parts:O.E.M.,Sweden,7113976359.0,
2025,ALVO,Alvotech Ordinary Shares,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Luxembourg,3128098400.0,
2025,ALX,Alexander's Inc. Common Stock,Real Estate,Real Estate Investment Trusts,United States,1084788396.0,
2025,ALXO,ALX Oncology Holdings Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,United States,38126956.0,2020.0
2025,AM,Antero Midstream Corporation Common Stock,Utilities,Natural Gas Distribution,United States,8571833460.0,2017.0
2025,AMAL,Amalgamated Financial Corp. Common Stock (DE),Finance,Major Banks,United States,903128828.0,2018.0
2025,AMAT,Applied Materials Inc. Common Stock,Technology,Semiconductors,United States,119981264580.0,1972.0
2025,AMBA,Ambarella Inc. Ordinary Shares,Technology,Semiconductors,United States,2197275904.0,2012.0
2025,AMBC,Ambac Financial Group Inc. Common Stock,Finance,Property-Casualty Insurers,United States,411092998.0,
2025,AMBP,Ardagh Metal Packaging S.A. Ordinary Shares,Industrials,Containers/Packaging,,1781144766.0,
2025,AMC,AMC Entertainment Holdings Inc. Class A Common Stock,Consumer Discretionary,Movies/Entertainment,United States,1278571408.0,2013.0
2025,AMCR,Amcor plc Ordinary Shares,Consumer Discretionary,Miscellaneous manufacturing industries,,14034282589.0,2019.0
2025,AMCX,AMC Networks Inc. Class A Common Stock,Telecommunications,Cable & Other Pay Television Services,United States,307625090.0,
2025,AMD,Advanced Micro Devices Inc. Common Stock,Technology,Semiconductors,United States,172823974647.0,
2025,AME,AMETEK Inc.,Industrials,Industrial Machinery/Components,United States,40494561104.0,
2025,AMED,Amedisys Inc Common Stock,Health Care,Medical/Nursing Services,United States,3564393889.0,
2025,AMG,Affiliated Managers Group Inc. Common Stock,Finance,Investment Managers,United States,4995050000.0,
2025,AMGN,Amgen Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),United States,164261155421.0,1983.0
2025,AMH,American Homes 4 Rent Common Shares of Beneficial Interest,Real Estate,Real Estate Investment Trusts,United States,13872648406.0,2013.0
2025,AMKR,Amkor Technology Inc. Common Stock,Technology,Semiconductors,United States,4520124597.0,1998.0
2025,AMLX,Amylyx Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,United States,342891551.0,2022.0
2025,AMN,AMN Healthcare Services Inc,Consumer Discretionary,Professional Services,United States,913863919.0,
2025,AMP,Ameriprise Financial Inc. Common Stock,Finance,Investment Managers,United States,47947752041.0,
2025,AMPH,Amphastar Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,United States,1358028449.0,2014.0
2025,AMPL,Amplitude Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software,United States,1413165980.0,
2025,AMPS,Altus Power Inc. Class A Common Stock,Utilities,Electric Utilities: Central,United States,792479216.0,2021.0
2025,AMPY,Amplify Energy Corp. Common Stock,Energy,Oil & Gas Production,United States,161735077.0,2016.0
2025,AMR,Alpha Metallurgical Resources Inc. Common Stock,Energy,Coal Mining,United States,1723998503.0,2018.0
2025,AMRC,Ameresco Inc. Class A Common Stock,Consumer Discretionary,Engineering & Construction,United States,646256920.0,2010.0
2025,AMRK,A-Mark Precious Metals Inc. Common Stock,Industrials,Other Specialty Stores,United States,653975046.0,
2025,AMRN,Amarin Corporation plc,Health Care,Biotechnology: Pharmaceutical Preparations,Ireland,193549256.0,
2025,AMSC,American Superconductor Corporation Common Stock,Consumer Discretionary,Metal Fabrications,United States,765518820.0,1991.0
2025,AMSF,AMERISAFE Inc. Common Stock,Finance,Property-Casualty Insurers,United States,1009285689.0,2005.0
2025,AMT,American Tower Corporation (REIT) Common Stock,Real Estate,Real Estate Investment Trusts,United States,100054551074.0,
2025,AMTB,Amerant Bancorp Inc. Class A Common Stock,Finance,Major Banks,United States,891646504.0,
2025,AMWD,American Woodmark Corporation Common Stock,Basic Materials,Forest Products,United States,907288111.0,1986.0
2025,AMWL,American Well Corporation Class A Common Stock,Consumer Discretionary,Business Services,United States,126284819.0,2020.0
2025,AMZN,Amazon.com Inc. Common Stock,Consumer Discretionary,Catalog/Specialty Distribution,United States,2133958782319.0,1997.0
2025,AN,AutoNation Inc. Common Stock,Consumer Discretionary,Retail-Auto Dealers and Gas Stations,United States,6376768796.0,
2025,ANAB,AnaptysBio Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,United States,571935466.0,2017.0
2025,ANDE,Andersons Inc. (The) Common Stock,Industrials,Farming/Seeds/Milling,United States,1493149079.0,
2025,ANET,Arista Networks Inc. Common Stock,Telecommunications,Computer Communications Equipment,United States,99578240180.0,
2025,ANF,Abercrombie & Fitch Company Common Stock,Consumer Discretionary,Clothing/Shoe/Accessory Stores,United States,3905394578.0,
2025,ANGI,Angi Inc. Class A Common Stock,Consumer Discretionary,Advertising,United States,855106928.0,
2025,ANGO,AngioDynamics Inc. Common Stock,Health Care,Medical/Dental Instruments,United States,397777919.0,2004.0
2025,ANIK,Anika Therapeutics Inc. Common Stock,Health Care,Medical/Dental Instruments,United States,219727907.0,
2025,ANIP,ANI Pharmaceuticals Inc.,Health Care,Biotechnology: Pharmaceutical Preparations,United States,1437615517.0,
2025,ANNX,Annexon Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,United States,245750010.0,2020.0
2025,ANSS,ANSYS Inc. Common Stock,Technology,Computer Software: Prepackaged Software,United States,28231762142.0,1996.0
2025,AOD,abrdn Total Dynamic Dividend Fund Common Shares of Beneficial Interest,Finance,Investment Managers,United States,0.0,2007.0
2025,AOMR,Angel Oak Mortgage REIT Inc. Common Stock,Finance,Real Estate,United States,227481694.0,2021.0
2025,AON,Aon plc Class A Ordinary Shares (Ireland),Finance,Specialty Insurers,United States,86301081891.0,
2025,AORT,Artivion Inc. Common Stock,Health Care,Medical/Dental Instruments,United States,1030173256.0,
2025,AOS,A.O. Smith Corporation Common Stock,Consumer Discretionary,Consumer Electronics/Appliances,United States,9630868205.0,
2025,AOSL,Alpha and Omega Semiconductor Limited Common Shares,Technology,Semiconductors,Bermuda,786262415.0,2010.0
2025,APA,APA Corporation Common Stock,Energy,Oil & Gas Production,United States,7718163499.0,
2025,APAM,Artisan Partners Asset Management Inc. Class A Common Stock,Finance,Investment Managers,United States,3233998465.0,2013.0
2025,APD,Air Products and Chemicals Inc. Common Stock,Industrials,Major Chemicals,United States,65657018550.0,
2025,APG,APi Group Corporation Common Stock,Consumer Discretionary,Engineering & Construction,United States,10186380472.0,2020.0
2025,APGE,Apogee Therapeutics Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),United States,2335499972.0,2023.0
2025,APH,Amphenol Corporation Common Stock,Technology,Electrical Products,United States,82559399064.0,
2025,APLD,Applied Digital Corporation Common Stock,Finance,Finance: Consumer Services,United States,1359711173.0,2022.0
2025,APLE,Apple Hospitality REIT Inc. Common Shares,Real Estate,Real Estate Investment Trusts,United States,3114617392.0,2015.0
2025,APLS,Apellis Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,United States,3047523940.0,2017.0
2025,APO,Apollo Global Management Inc. (New) Common Stock,Finance,Investment Managers,United States,81025340444.0,
2025,APOG,Apogee Enterprises Inc. Common Stock,Consumer Discretionary,Auto Parts:O.E.M.,United States,1043662925.0,
2025,APP,Applovin Corporation Class A Common Stock,Technology,Computer Software: Programming Data Processing,United States,88967069053.0,2021.0
2025,APPF,AppFolio Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software,United States,8197987229.0,2015.0
2025,APPN,Appian Corporation Class A Common Stock,Technology,Computer Software: Prepackaged Software,United States,2254303404.0,2017.0
2025,APPS,Digital Turbine Inc. Common Stock,Miscellaneous,Multi-Sector Companies,United States,323946006.0,
2025,APTV,Aptiv PLC Ordinary Shares,Consumer Discretionary,Auto Parts:O.E.M.,United Kingdom,14283036408.0,
2025,AQN,Algonquin Power & Utilities Corp. Common Shares,Utilities,Electric Utilities: Central,United States,3965338300.0,2016.0
2025,AR,Antero Resources Corporation Common Stock,Energy,Oil & Gas Production,United States,12300945400.0,2013.0
2025,ARAY,Accuray Incorporated Common Stock,Health Care,Medical/Dental Instruments,United States,194349687.0,2007.0
2025,ARCB,ArcBest Corporation Common Stock,Industrials,Trucking Freight/Courier Services,United States,1702934303.0,
2025,ARCC,Ares Capital Corporation Common Stock,Finance,Finance: Consumer Services,United States,15014328777.0,2004.0
2025,ARCO,Arcos Dorados Holdings Inc. Class A Shares,Consumer Discretionary,Restaurants,Argentina,1737903494.0,2011.0
2025,ARCT,Arcturus Therapeutics Holdings Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,Israel,325437876.0,2013.0
2025,ARDX,Ardelyx Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,United States,1225150981.0,2014.0
2025,ARE,Alexandria Real Estate Equities Inc. Common Stock,Real Estate,Real Estate Investment Trusts,United States,16566612541.0,
2025,ARES,Ares Management Corporation Class A Common Stock,Finance,Investment Managers,United States,46806785530.0,2014.0
2025,ARHS,Arhaus Inc. Class A Common Stock,Consumer Discretionary,Other Specialty Stores,United States,1318650099.0,2021.0
2025,ARI,Apollo Commercial Real Estate Finance Inc,Real Estate,Real Estate Investment Trusts,United States,1363715066.0,2009.0
2025,ARIS,Aris Water Solutions Inc. Class A Common Stock,Energy,Oilfield Services/Equipment,United States,1933447471.0,2021.0
2025,ARKO,ARKO Corp. Common Stock,Consumer Staples,Food Chains,United States,472346977.0,
2025,ARL,American Realty Investors Inc. Common Stock,Real Estate,Other Consumer Services,United States,185425454.0,
2025,ARLO,Arlo Technologies Inc. Common Stock,Consumer Staples,Consumer Electronics/Appliances,United States,1072525179.0,2018.0
2025,ARLP,Alliance Resource Partners L.P. Common Units representing Limited Partners Interests,Energy,Coal Mining,United States,3416827579.0,1999.0
2025,ARM,Arm Holdings plc American Depositary Shares,Technology,Semiconductors,United Kingdom,117005970998.0,2023.0
2025,ARMK,Aramark Common Stock,Consumer Discretionary,Restaurants,United States,9109002509.0,2013.0
2025,ARMN,Aris Mining Corporation Common Shares,,,,795352566.0,2023.0
2025,AROC,Archrock Inc. Common Stock,Utilities,Natural Gas Distribution,United States,4656889625.0,
2025,AROW,Arrow Financial Corporation Common Stock,Finance,Major Banks,United States,456055146.0,
2025,ARQT,Arcutis Biotherapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,United States,1908889201.0,2020.0
2025,ARR,ARMOUR Residential REIT Inc.,Real Estate,Real Estate Investment Trusts,United States,1343374505.0,
2025,ARRY,Array Technologies Inc. Common Stock,Consumer Discretionary,Miscellaneous manufacturing industries,United States,776790360.0,2020.0
2025,ARTNA,Artesian Resources Corporation Class A Common Stock,Utilities,Water Supply,United States,328974598.0,
2025,ARVN,Arvinas Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,United States,552925811.0,2018.0
2025,ARW,Arrow Electronics Inc. Common Stock,Technology,Electronic Components,United States,5496873844.0,
2025,ARWR,Arrowhead Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,United States,1740153932.0,
2025,ASAN,Asana Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software,United States,3447179679.0,2020.0
2025,ASB,Associated Banc-Corp Common Stock,Finance,Major Banks,United States,3777099941.0,
2025,ASC,Ardmore Shipping Corporation Common Stock,Consumer Discretionary,Marine Transportation,,406653544.0,2013.0
2025,ASGN,ASGN Incorporated Common Stock,Consumer Discretionary,Professional Services,United States,2799992000.0,1992.0
2025,ASH,Ashland Inc. Common Stock,Consumer Discretionary,Specialty Chemicals,United States,2819176005.0,
2025,ASIX,AdvanSix Inc. Common Stock ,Industrials,Major Chemicals,United States,616718969.0,2016.0
2025,ASLE,AerSale Corporation Common Stock,Consumer Discretionary,Industrial Specialties,United States,443276022.0,2019.0
2025,ASND,Ascendis Pharma A/S American Depositary Shares,Health Care,Biotechnology: Pharmaceutical Preparations,Denmark,9585297577.0,2015.0
2025,ASO,Academy Sports and Outdoors Inc. Common Stock,Consumer Discretionary,Other Specialty Stores,United States,3235658267.0,2020.0
2025,ASPN,Aspen Aerogels Inc. Common Stock,Consumer Discretionary,RETAIL: Building Materials,United States,570311315.0,2014.0
2025,ASRT,Assertio Holdings Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,United States,69042816.0,
2025,ASTE,Astec Industries Inc. Common Stock,Industrials,Construction/Ag Equipment/Trucks,United States,818890778.0,1986.0
2025,ASTH,Astrana Health Inc. Common Stock,Consumer Discretionary,Professional Services,United States,1764078494.0,
2025,ASTS,AST SpaceMobile Inc. Class A Common Stock,Consumer Discretionary,Telecommunications Equipment,United States,8165489033.0,2019.0
2025,ASUR,Asure Software Inc Common Stock,Technology,EDP Services,United States,263859363.0,
2025,ATAI,ATAI Life Sciences N.V. Common Shares,Health Care,Biotechnology: Pharmaceutical Preparations,Germany,311341134.0,2008.0
